,sim,state,soln,dist_x,time,step,pH,pe,reaction,temp(C),mass_H2O,Alkalinity(mol/kgw),B(mol/kgw),Ba(mol/kgw),Br(mol/kgw),C(mol/kgw),C(4)(mol/kgw),Ca(mol/kgw),Cl(mol/kgw),E(mol/kgw),Fe(mol/kgw),H(mol/kgw),H(1)(mol/kgw),K(mol/kgw),Li(mol/kgw),Mg(mol/kgw),Mn(mol/kgw),Na(mol/kgw),O(mol/kgw),O(-2)(mol/kgw),S(mol/kgw),S(6)(mol/kgw),Si(mol/kgw),Sr(mol/kgw),Sg(mol/kgw),Akermanite,d_Akermanite,Anhydrite,d_Anhydrite,Anthophyllite,d_Anthophyllite,Antigorite,d_Antigorite,Aragonite,d_Aragonite,Arcanite,d_Arcanite,Artinite,d_Artinite,Barite,d_Barite,Bischofite,d_Bischofite,Bloedite,d_Bloedite,Brucite,d_Brucite,Burkeite,d_Burkeite,Calcite,d_Calcite,Carnallite,d_Carnallite,Celestite,d_Celestite,Chalcedony,d_Chalcedony,Chrysotile,d_Chrysotile,Diopside,d_Diopside,Dolomite,d_Dolomite,Enstatite,d_Enstatite,Epsomite,d_Epsomite,Forsterite,d_Forsterite,Gaylussite,d_Gaylussite,Glaserite,d_Glaserite,Glauberite,d_Glauberite,Goergeyite,d_Goergeyite,Gypsum,d_Gypsum,Halite,d_Halite,Hexahydrite,d_Hexahydrite,Huntite,d_Huntite,Kainite,d_Kainite,Kalicinite,d_Kalicinite,Kieserite,d_Kieserite,Labile_S,d_Labile_S,Leonhardite,d_Leonhardite,Leonite,d_Leonite,Magnesite,d_Magnesite,MgCl2_2H2O,d_MgCl2_2H2O,MgCl2_4H2O,d_MgCl2_4H2O,Mirabilite,d_Mirabilite,Misenite,d_Misenite,Nahcolite,d_Nahcolite,Natron,d_Natron,Nesquehonite,d_Nesquehonite,Pentahydrite,d_Pentahydrite,Pirssonite,d_Pirssonite,Polyhalite,d_Polyhalite,Portlandite,d_Portlandite,Quartz,d_Quartz,Schoenite,d_Schoenite,Sepiolite,d_Sepiolite,Sylvite,d_Sylvite,Syngenite,d_Syngenite,Talc,d_Talc,Thenardite,d_Thenardite,Trona,d_Trona,Borax,d_Borax,Teepleite,d_Teepleite,si_Akermanite,si_Anhydrite,si_Anthophyllite,si_Antigorite,si_Aragonite,si_Arcanite,si_Artinite,si_Barite,si_Bischofite,si_Bloedite,si_Brucite,si_Burkeite,si_Calcite,si_Carnallite,si_Celestite,si_Chalcedony,si_Chrysotile,si_Diopside,si_Dolomite,si_Enstatite,si_Epsomite,si_Forsterite,si_Gaylussite,si_Glaserite,si_Glauberite,si_Goergeyite,si_Gypsum,si_Halite,si_Hexahydrite,si_Huntite,si_Kainite,si_Kalicinite,si_Kieserite,si_Labile_S,si_Leonhardite,si_Leonite,si_Magnesite,si_MgCl2_2H2O,si_MgCl2_4H2O,si_Mirabilite,si_Misenite,si_Nahcolite,si_Natron,si_Nesquehonite,si_Pentahydrite,si_Pirssonite,si_Polyhalite,si_Portlandite,si_Quartz,si_Schoenite,si_Sepiolite,si_Sylvite,si_Syngenite,si_Talc,si_Thenardite,si_Trona,si_Borax,si_Teepleite
9,1,transp,7,0.5503333333333333,0.0,0,7.0,4.0,7.592562008080813,25.0,15.856409238986078,1.2162927785745564e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
10,1,transp,8,0.635,0.0,0,7.0,4.0,7.496635698528739,25.0,15.856409238986078,1.2162927785745564e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
11,1,transp,9,0.7196666666666667,0.0,0,7.0,4.0,7.400709388976664,25.0,15.856409238986078,1.2162927785745564e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
12,1,transp,10,0.8043333333333333,0.0,0,7.0,4.0,7.304783079424589,25.0,15.856409238986078,1.2162927785745564e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
13,1,transp,11,0.889,0.0,0,7.0,4.0,7.208856769872515,25.0,15.856409238986078,1.2162927785745564e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
14,1,transp,12,0.9736666666666667,0.0,0,7.0,4.0,-99.0,25.0,15.856409238986078,1.2162927785745564e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999
15,1,transp,1,0.042333333333333334,201.64274871602325,56,8.176550095572294,0.2679,8.168119865393262,24.5,15.758304670352874,3.8239730946224396e-05,0.00013216130065784007,8.514477347977681e-08,0.0,0.0,0.0,0.020527874179533077,0.7422636838116311,0.0,1.1955277856748812e-07,0.0,0.0,0.00818350496598966,3.491753136391573e-05,0.07198880008700226,5.9207852704039185e-09,0.759092368212566,0.0,0.0,0.10512201292755988,0.10512201292755988,0.0,0.00010069445898430938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-0.35521662708342294,-999.999,-999.999,-999.999,-4.903610454850801,-999.999,-0.25317136949506747,-7.171152846426269,-4.442253188098745,-2.600595360506583,-999.999,-999.999,-9.647486114709324,-0.265074390991507,-999.999,-999.999,-999.999,-999.999,-999.999,-2.2153140805808595,-999.999,-999.999,-7.753099218800038,-2.012018090421723,-0.40612357609105487,-0.023537869518717613,-2.218134501824557,-2.48853478291496,-999.999,-6.479856730600788,-999.999,-3.736860828195174,-4.467618646930345,-3.144259555464902,-6.8418992280829505,-999.999,-17.1233075978087,-9.536843752774296,-1.614944841265289,-71.98357317386957,-999.999,-999.999,-999.999,-2.758121565292736,-999.999,-6.25298993244126,-8.912662940232066,-999.999,-6.516623247738617,-999.999,-3.549400960559357,-4.981017425468677,-999.999,-2.460103887885105,-999.999,-12.732964595791051,-7.595492346004433
16,1,transp,2,0.127,201.64274871602325,56,8.174866964095724,0.26789999999999997,8.072193555841187,24.5,15.612299965723153,3.8597345176193424e-05,0.0001333972602354234,8.594103908659669e-08,0.0,0.0,0.0,0.020719848854159062,0.7492052612954238,0.0,1.2067082447749905e-07,0.0,0.0,0.008260036305255155,3.5244076707289246e-05,0.07266203231519153,5.976155876048657e-09,0.7661913259093974,0.0,0.0,0.10610510372656247,0.10610510372656247,0.0,0.00010163614373122061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-0.35055904406871985,-999.999,-999.999,-999.999,-4.895732162178511,-999.999,-0.24914360031334404,-7.159908883346427,-4.429054487359368,-2.5996212573611537,-999.999,-999.999,-9.628842058769166,-0.26059098485603815,-999.999,-999.999,-999.999,-999.999,-999.999,-2.211106770341572,-999.999,-999.999,-7.736958224229882,-1.998713396283577,-0.3750721281374645,-0.019109806088445147,-2.210349999738667,-2.4842127128834566,-999.999,-6.467790288332324,-999.999,-3.7319649592025934,-4.445896361253188,-3.139707965848968,-6.829469345794727,-999.999,-17.111604595559996,-9.525370270110024,-1.607445328064001,-71.94063898501561,-999.999,-999.999,-999.999,-2.753684735469018,-999.999,-6.2310153645392,-8.91204188285673,-999.999,-6.504422885034825,-999.999,-3.542000867699042,-4.968596309573899,-999.999,-2.4514567767616624,-999.999,-12.71331909736899,-7.581557753097848
17,1,transp,3,0.21166666666666667,201.64274871602325,56,8.173169639545362,0.26789999999999986,7.976267246289113,24.50000000000001,15.468023465833562,3.895735819831556e-05,0.00013464151033944636,8.674264585601307e-08,0.0,0.0,0.0,0.020913111249793767,0.7561934012499129,0.0,1.2179636997676685e-07,0.0,0.0,0.008337080998761853,3.5572812440097854e-05,0.07333978042697753,6.031897894705609e-09,0.773337901746414,0.0,0.0,0.10709478886764758,0.10709478886764758,0.0,0.00010258414507814623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-0.3459071443023589,-999.999,-999.999,-999.999,-4.887880502317692,-999.999,-0.2451186700768826,-7.148676776243162,-4.415883801377284,-2.5986683854856825,-999.999,-999.999,-9.61022527833909,-0.25611317625063545,-999.999,-999.999,-999.999,-999.999,-999.999,-2.206907992414731,-999.999,-999.999,-7.720868243986457,-1.9854365156128253,-0.34407661182846283,-0.014689191089319209,-2.202578665890068,-2.479898292572999,-999.999,-6.455744267544201,-999.999,-3.7270723269740493,-4.4242257844452775,-3.1351622607712746,-6.8170719808562135,-999.999,-17.099909918922265,-9.513906878239524,-1.5999767709957817,-71.89775999166396,-999.999,-999.999,-999.999,-2.749254672774942,-999.999,-6.209082915300733,-8.91144538582706,-999.999,-6.492256804863547,-999.999,-3.5346161943722296,-4.956208392330337,-999.999,-2.4428317958572707,-999.999,-12.693751325928721,-7.567665350059543
18,1,transp,4,0.29633333333333334,201.64274871602325,56,8.171458474299843,0.26789999999999975,7.880340936737038,24.500000000000203,15.325475174336585,3.9319715958259734e-05,0.00013589386415229393,8.754947343098211e-08,0.0,0.0,0.0,0.021107632349104,0.7632270544426025,0.0,1.2292924607054884e-07,0.0,0.0,0.008414627478653843,3.590368920439813e-05,0.07402194266204243,6.088002957003663e-09,0.780531022702805,0.0,0.0,0.10809091975479151,0.10809091975479151,0.0,0.00010353832068766534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-0.34126159091120645,-999.999,-999.999,-999.999,-4.880056656537862,-999.999,-0.24109715927403919,-7.137458264741798,-4.402743060318901,-2.597736682932677,-999.999,-999.999,-9.591638668815548,-0.251641577060445,-999.999,-999.999,-999.999,-999.999,-999.999,-2.202718341670392,-999.999,-999.999,-7.70483169589844,-1.9721894033850624,-0.3131415095854919,-0.010276658683107343,-2.1948217113394524,-2.475592131336182,-999.999,-6.443720476807781,-999.999,-3.722183613274851,-4.402610134365852,-3.1306230785495077,-6.804708952854635,-999.999,-17.08822536545098,-9.502455345753207,-1.592540317083925,-71.85494310658363,-999.999,-999.999,-999.999,-2.7448320010456504,-999.999,-6.187195759531903,-8.910873354074575,-999.999,-6.48012679784692,-999.999,-3.5272480963500508,-4.9438555036518474,-999.999,-2.4342302370206466,-999.999,-12.674264248130884,-7.553817233890655
